One occupation for multiple geographical areas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Occupation: Data Scientists (SOC code 15-2051),,,,,,,,,,,,,,,,,
Period: May 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Area Name,Employment (1),Employment percent relative standard error (3),Hourly mean wage,Annual mean wage (2),Wage percent relative standard error (3),Hourly 10th percentile wage,Hourly 25th percentile wage,Hourly median wage,Hourly 75th percentile wage,Hourly 90th percentile wage,Annual 10th percentile wage (2),Annual 25th percentile wage (2),Annual median wage (2),Annual 75th percentile wage (2),Annual 90th percentile wage (2),"Employment per 1,000 jobs",Location Quotient
Washington (53-00000),"7,930",10.2,$78.24,"$162,730",4.1,$44.56,$52.18,$76.33,$95.97,$109.02,"$92,680","$108,530","$158,760","$199,620","$226,760",2.240,1.5
West Virginia (54-00000),220,12.4,$49.41,"$102,770",6.0,$23.56,$34.73,$46.04,$57.13,$79.64,"$49,000","$72,250","$95,760","$118,820","$165,660",0.320,0.2
Wisconsin (55-00000),"3,640",5.2,$50.74,"$105,540",1.3,$35.53,$39.54,$48.09,$60.08,$71.24,"$73,900","$82,230","$100,020","$124,960","$148,180",1.243,0.8
Wyoming (56-00000),(8) -,(8) -,$41.10,"$85,480",15.4,$23.65,$23.65,$46.08,$46.81,$62.44,"$49,190","$49,190","$95,840","$97,370","$129,880",(8) -,(8) -
Footnotes:,,,,,,,,,,,,,,,,,
(1) Estimates for detailed occupations do not sum to the totals because the totals include occupations not shown separately. Estimates do not include self-employed workers.,,,,,,,,,,,,,,,,,
"(2) Annual wages have been calculated by multiplying the corresponding hourly wage by 2,080 hours.",,,,,,,,,,,,,,,,,
"(3) The relative standard error (RSE) is a measure of the reliability of a survey statistic. The smaller the relative standard error, the more precise the estimate.",,,,,,,,,,,,,,,,,
(8) Estimate not released.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SOC code: Standard Occupational Classification code -- see http://www.bls.gov/soc/home.htm,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Data extracted on November 05, 2025",,,,,,,,,,,,,,,,,
