One occupation for multiple geographical areas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Occupation: Information Security Analysts (SOC code 15-1212),,,,,,,,,,,,,,,,,
Period: May 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Area Name,Employment (1),Employment percent relative standard error (3),Hourly mean wage,Annual mean wage (2),Wage percent relative standard error (3),Hourly 10th percentile wage,Hourly 25th percentile wage,Hourly median wage,Hourly 75th percentile wage,Hourly 90th percentile wage,Annual 10th percentile wage (2),Annual 25th percentile wage (2),Annual median wage (2),Annual 75th percentile wage (2),Annual 90th percentile wage (2),"Employment per 1,000 jobs",Location Quotient
Minnesota (27-00000),"2,550",3.8,$60.65,"$126,150",1.2,$38.13,$47.74,$61.94,$70.13,$81.23,"$79,300","$99,300","$128,830","$145,860","$168,960",0.874,0.8
Mississippi (28-00000),560,20.7,$43.23,"$89,910",7.3,$24.43,$28.96,$40.69,$50.88,$64.67,"$50,810","$60,240","$84,640","$105,830","$134,520",0.485,0.4
Missouri (29-00000),"2,560",9.3,$51.56,"$107,250",2.2,$28.62,$37.60,$49.25,$62.89,$76.39,"$59,530","$78,210","$102,440","$130,810","$158,880",0.877,0.8
Montana (30-00000),(8) -,(8) -,$47.86,"$99,560",8.8,$34.10,$41.87,$41.87,$49.35,$66.12,"$70,920","$87,100","$87,100","$102,650","$137,540",(8) -,(8) -
Nebraska (31-00000),"1,120",10.2,$49.67,"$103,310",2.6,$32.69,$40.92,$45.90,$58.83,$68.49,"$67,990","$85,120","$95,470","$122,360","$142,470",1.101,0.9
Nevada (32-00000),"1,570",26.6,$53.53,"$111,340",9.4,$23.82,$38.64,$51.22,$65.73,$82.90,"$49,550","$80,380","$106,530","$136,710","$172,440",1.026,0.9
New Hampshire (33-00000),730,10.5,$61.56,"$128,040",5.3,$36.02,$47.37,$62.35,$76.14,$87.14,"$74,920","$98,540","$129,690","$158,360","$181,260",1.064,0.9
New Jersey (34-00000),"4,730",6.3,$67.85,"$141,130",1.3,$40.31,$52.08,$65.09,$80.89,$95.22,"$83,840","$108,320","$135,390","$168,240","$198,050",1.113,1.0
New Mexico (35-00000),"1,760",6.9,$63.09,"$131,220",1.6,$40.31,$49.01,$64.32,$79.95,$85.75,"$83,840","$101,940","$133,780","$166,300","$178,370",2.047,1.8
New York (36-00000),"8,860",4.3,$67.09,"$139,540",1.2,$38.72,$47.27,$63.03,$81.84,$101.55,"$80,540","$98,320","$131,100","$170,220","$211,230",0.929,0.8
North Carolina (37-00000),"6,850",6.6,$58.80,"$122,310",3.6,$31.38,$42.58,$58.21,$70.69,$82.92,"$65,260","$88,560","$121,070","$147,030","$172,470",1.398,1.2
North Dakota (38-00000),340,38.0,$48.66,"$101,200",7.1,$32.81,$43.04,$54.01,$54.01,$54.62,"$68,240","$89,520","$112,330","$112,330","$113,600",0.804,0.7
Ohio (39-00000),"5,070",4.8,$55.58,"$115,600",1.7,$32.29,$40.14,$51.72,$66.07,$79.79,"$67,150","$83,480","$107,570","$137,430","$165,970",0.917,0.8
Oklahoma (40-00000),"1,270",8.2,$44.42,"$92,390",4.8,$16.31,$27.64,$41.59,$56.49,$74.36,"$33,910","$57,490","$86,500","$117,500","$154,670",0.750,0.6
Oregon (41-00000),"1,370",17.9,$63.67,"$132,430",4.3,$37.47,$45.02,$57.21,$73.50,$105.31,"$77,940","$93,650","$119,000","$152,880","$219,040",0.694,0.6
Pennsylvania (42-00000),"4,420",7.3,$55.22,"$114,870",4.0,$29.94,$38.31,$53.00,$66.30,$81.44,"$62,270","$79,670","$110,230","$137,900","$169,390",0.735,0.6
Puerto Rico (72-00000),470,10.5,$29.90,"$62,190",3.9,$14.16,$21.53,$28.62,$39.10,$47.64,"$29,460","$44,780","$59,520","$81,330","$99,080",0.504,0.4
Rhode Island (44-00000),880,19.5,$56.26,"$117,010",2.8,$34.60,$41.24,$52.60,$68.12,$77.32,"$71,970","$85,790","$109,410","$141,690","$160,820",1.785,1.5
South Carolina (45-00000),"1,470",34.8,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,(8) -,0.648,0.6
South Dakota (46-00000),430,13.8,$50.06,"$104,120",5.5,$35.79,$41.52,$49.67,$55.43,$67.18,"$74,430","$86,360","$103,310","$115,300","$139,730",0.939,0.8
Tennessee (47-00000),"2,730",6.4,$53.77,"$111,840",2.5,$32.34,$38.71,$48.55,$63.91,$79.31,"$67,260","$80,520","$100,990","$132,930","$164,970",0.833,0.7
Texas (48-00000),"14,730",4.2,$60.96,"$126,800",3.1,$34.85,$46.17,$60.08,$72.01,$83.34,"$72,490","$96,020","$124,970","$149,780","$173,350",1.064,0.9
Utah (49-00000),"1,720",9.0,$48.76,"$101,430",4.1,$23.51,$35.00,$46.72,$61.53,$76.34,"$48,900","$72,800","$97,180","$127,980","$158,780",1.005,0.9
Vermont (50-00000),80,12.1,$46.06,"$95,800",4.8,$29.19,$32.25,$41.73,$52.37,$70.88,"$60,720","$67,080","$86,810","$108,940","$147,420",0.259,0.2
Virginia (51-00000),"18,670",5.8,$65.71,"$136,680",1.8,$36.58,$48.85,$63.68,$80.05,$97.46,"$76,080","$101,610","$132,460","$166,510","$202,720",4.592,4.0
Washington (53-00000),"6,830",22.8,$69.30,"$144,140",4.7,$35.20,$56.27,$68.71,$81.42,$97.25,"$73,220","$117,040","$142,920","$169,350","$202,270",1.929,1.7
West Virginia (54-00000),270,16.4,$49.89,"$103,770",3.9,$29.78,$38.40,$51.84,$59.50,$68.10,"$61,940","$79,870","$107,820","$123,770","$141,660",0.379,0.3
Wisconsin (55-00000),"1,760",8.0,$51.09,"$106,260",2.8,$30.85,$38.29,$47.70,$61.91,$77.56,"$64,170","$79,640","$99,210","$128,770","$161,330",0.602,0.5
Wyoming (56-00000),(8) -,(8) -,$58.93,"$122,570",18.1,$30.63,$39.59,$58.31,$77.72,$92.49,"$63,700","$82,350","$121,290","$161,650","$192,380",(8) -,(8) -
Footnotes:,,,,,,,,,,,,,,,,,
(1) Estimates for detailed occupations do not sum to the totals because the totals include occupations not shown separately. Estimates do not include self-employed workers.,,,,,,,,,,,,,,,,,
"(2) Annual wages have been calculated by multiplying the corresponding hourly wage by 2,080 hours.",,,,,,,,,,,,,,,,,
"(3) The relative standard error (RSE) is a measure of the reliability of a survey statistic. The smaller the relative standard error, the more precise the estimate.",,,,,,,,,,,,,,,,,
(8) Estimate not released.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SOC code: Standard Occupational Classification code -- see http://www.bls.gov/soc/home.htm,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Data extracted on November 05, 2025",,,,,,,,,,,,,,,,,
